date,user,total_logons,total_logoffs,after_hours_logons,weekend_logons,usb_connects,files_accessed,files_copied_external,lexical_risk_score,flagged_terms,ae_score,lstm_score,if_score,risk_score,risk_level,shap_attributions
2026-08-14,USER_014,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.112,0.2061,6.96,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 2.8, ""nlp_lexical"": 0.0}"
2026-08-03,USER_015,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.0,0.2061,4.17,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_015,1,1,0,0,0.0,18,0,0.0,0,0.0004,0.0,0.0472,0.96,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.22, ""usb_connects"": 0.54, ""files_accessed"": 0.0, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_015,1,1,0,0,0.0,20,0,0.0,0,0.0009,0.0,0.0886,1.8,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_015,1,1,0,0,0.0,6,0,0.0,0,0.0011,0.1869,0.1128,6.97,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.63, ""files_accessed"": 1.16, ""files_copied_external"": 0.04, ""lstm_temporal"": 4.67, ""nlp_lexical"": 0.0}"
2026-08-07,USER_015,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0192,0.0,0.49,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.48, ""nlp_lexical"": 0.0}"
2026-08-10,USER_015,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0,0.0431,0.88,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-11,USER_015,1,1,0,0,0.0,20,0,0.0,0,0.0009,1.0,0.0886,26.8,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-12,USER_015,1,1,0,0,0.0,15,0,0.0,0,0.0,0.2055,0.0073,5.28,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 5.14, ""nlp_lexical"": 0.0}"
2026-08-13,USER_015,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.1006,0.034,3.23,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 2.51, ""nlp_lexical"": 0.0}"
2026-08-14,USER_015,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0677,0.0039,1.77,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 1.69, ""nlp_lexical"": 0.0}"
2026-08-01,USER_016,1,1,0,1,0.0,11,0,0.0,0,0.0329,0.0,0.564,12.43,Low,"{""total_logons"": 0.11, ""total_logoffs"": 0.09, ""after_hours_logons"": 0.15, ""weekend_logons"": 10.82, ""usb_connects"": 0.64, ""files_accessed"": 0.6, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-03,USER_016,1,1,0,0,0.0,10,0,0.0,0,0.0005,0.0,0.0414,0.85,Low,"{""total_logons"": 0.06, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.16, ""usb_connects"": 0.39, ""files_accessed"": 0.13, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_016,1,1,0,0,1.0,9,0,0.0,0,0.0011,0.0,0.2694,5.43,Low,"{""total_logons"": 0.12, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.14, ""weekend_logons"": 0.32, ""usb_connects"": 4.5, ""files_accessed"": 0.3, ""files_copied_external"": 0.06, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_016,1,1,0,0,1.0,6,0,0.0,0,0.0022,1.0,0.4686,34.45,Low,"{""total_logons"": 0.12, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.31, ""usb_connects"": 6.11, ""files_accessed"": 2.74, ""files_copied_external"": 0.06, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_016,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0066,0.0431,1.05,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.17, ""nlp_lexical"": 0.0}"
2026-08-07,USER_016,1,1,0,0,0.0,6,0,0.0,0,0.0011,0.2167,0.1128,7.71,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.63, ""files_accessed"": 1.16, ""files_copied_external"": 0.04, ""lstm_temporal"": 5.42, ""nlp_lexical"": 0.0}"
2026-08-10,USER_016,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0,0.0039,0.08,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-11,USER_016,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.1175,0.0081,3.1,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 2.94, ""nlp_lexical"": 0.0}"
2026-08-12,USER_016,1,1,0,0,0.0,5,0,0.0,0,0.0012,0.7287,0.2061,22.38,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.12, ""weekend_logons"": 0.25, ""usb_connects"": 0.62, ""files_accessed"": 3.03, ""files_copied_external"": 0.04, ""lstm_temporal"": 18.22, ""nlp_lexical"": 0.0}"
2026-08-13,USER_016,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.1073,0.0081,2.85,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 2.68, ""nlp_lexical"": 0.0}"
2026-08-14,USER_016,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.121,0.0081,3.19,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 3.03, ""nlp_lexical"": 0.0}"
2026-08-03,USER_017,1,1,0,0,0.0,11,0,0.0,0,0.0003,0.0,0.0302,0.61,Low,"{""total_logons"": 0.04, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.05, ""weekend_logons"": 0.1, ""usb_connects"": 0.24, ""files_accessed"": 0.17, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_017,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0,0.034,0.71,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_017,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_017,1,1,0,0,0.0,13,0,0.0,0,1e-04,0.0398,0.0039,1.08,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.01, ""usb_connects"": 0.02, ""files_accessed"": 0.04, ""files_copied_external"": 0.0, ""lstm_temporal"": 1.0, ""nlp_lexical"": 0.0}"
2026-08-07,USER_017,1,1,0,0,0.0,20,0,0.0,0,0.0009,1.0,0.0886,26.8,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-10,USER_017,1,1,0,0,0.0,20,0,0.0,0,0.0009,0.9693,0.0886,26.04,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 24.23, ""nlp_lexical"": 0.0}"
2026-08-11,USER_017,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.2353,0.034,6.59,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 5.88, ""nlp_lexical"": 0.0}"
2026-08-12,USER_017,1,1,0,0,0.0,14,0,0.0,0,0.0,0.1223,0.0143,3.34,Low,"{""total_logons"": 0.02, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.02, ""weekend_logons"": 0.04, ""usb_connects"": 0.1, ""files_accessed"": 0.11, ""files_copied_external"": 0.01, ""lstm_temporal"": 3.06, ""nlp_lexical"": 0.0}"
2026-08-13,USER_017,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.202,0.034,5.76,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 5.05, ""nlp_lexical"": 0.0}"
2026-08-14,USER_017,1,1,0,0,0.0,10,0,0.0,0,0.0005,0.0,0.0414,0.85,Low,"{""total_logons"": 0.06, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.16, ""usb_connects"": 0.39, ""files_accessed"": 0.13, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-03,USER_018,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0,0.0073,0.15,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_018,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_018,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0,0.0431,0.88,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_018,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0038,0.0073,0.24,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.1, ""nlp_lexical"": 0.0}"
2026-08-07,USER_018,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0134,0.0,0.34,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.33, ""nlp_lexical"": 0.0}"
2026-08-10,USER_018,1,1,0,0,1.0,12,0,0.0,0,0.0005,1.0,0.2013,29.04,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 2.68, ""files_accessed"": 0.95, ""files_copied_external"": 0.04, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-11,USER_018,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.0,0.0081,0.17,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-12,USER_018,1,1,0,0,0.0,10,0,0.0,0,0.0005,0.0571,0.0414,2.27,Low,"{""total_logons"": 0.06, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.16, ""usb_connects"": 0.39, ""files_accessed"": 0.13, ""files_copied_external"": 0.03, ""lstm_temporal"": 1.43, ""nlp_lexical"": 0.0}"
2026-08-13,USER_018,1,1,0,0,0.0,15,0,0.0,0,0.0,0.0018,0.0073,0.19,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.05, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.04, ""nlp_lexical"": 0.0}"
2026-08-14,USER_018,1,1,0,0,0.0,16,0,0.0,0,1e-04,0.0073,0.0081,0.35,Low,"{""total_logons"": 0.01, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.01, ""weekend_logons"": 0.02, ""usb_connects"": 0.06, ""files_accessed"": 0.06, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.18, ""nlp_lexical"": 0.0}"
2026-08-03,USER_019,1,1,0,0,0.0,12,0,0.0,0,0.0002,0.0,0.0,0.01,Low,"{""total_logons"": 0.0, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.0, ""weekend_logons"": 0.0, ""usb_connects"": 0.0, ""files_accessed"": 0.0, ""files_copied_external"": 0.0, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_019,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.0,0.0264,0.54,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_019,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.0,0.034,0.71,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_019,1,1,0,0,0.0,20,0,0.0,0,0.0009,1.0,0.0886,26.8,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-07,USER_019,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.2693,0.034,7.45,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 6.73, ""nlp_lexical"": 0.0}"
2026-08-10,USER_019,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.1883,0.0454,5.64,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 4.71, ""nlp_lexical"": 0.0}"
2026-08-11,USER_019,1,1,0,0,0.0,7,0,0.0,0,0.0009,0.3453,0.034,9.34,Low,"{""total_logons"": 0.05, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.07, ""weekend_logons"": 0.13, ""usb_connects"": 0.3, ""files_accessed"": 0.15, ""files_copied_external"": 0.02, ""lstm_temporal"": 8.63, ""nlp_lexical"": 0.0}"
2026-08-12,USER_019,1,1,0,0,0.0,14,0,0.0,0,0.0,0.0,0.0143,0.29,Low,"{""total_logons"": 0.02, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.02, ""weekend_logons"": 0.04, ""usb_connects"": 0.1, ""files_accessed"": 0.11, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-13,USER_019,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.1815,0.0454,5.47,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 4.54, ""nlp_lexical"": 0.0}"
2026-08-14,USER_019,1,1,0,0,0.0,20,0,0.0,0,0.0009,0.9925,0.0886,26.61,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 24.81, ""nlp_lexical"": 0.0}"
2026-08-02,USER_020,1,1,0,1,1.0,10,0,0.0,0,0.0325,0.0,0.7818,16.77,Low,"{""total_logons"": 0.11, ""total_logoffs"": 0.07, ""after_hours_logons"": 0.15, ""weekend_logons"": 12.05, ""usb_connects"": 4.1, ""files_accessed"": 0.25, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-03,USER_020,1,1,0,0,1.0,12,0,0.0,0,0.0005,0.0,0.2013,4.04,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 2.68, ""files_accessed"": 0.95, ""files_copied_external"": 0.04, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-04,USER_020,1,1,0,0,0.0,14,0,0.0,0,0.0,0.0,0.0143,0.29,Low,"{""total_logons"": 0.02, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.02, ""weekend_logons"": 0.04, ""usb_connects"": 0.1, ""files_accessed"": 0.11, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-05,USER_020,1,1,0,0,0.0,8,0,0.0,0,0.0008,0.0,0.0454,0.94,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.09, ""weekend_logons"": 0.2, ""usb_connects"": 0.44, ""files_accessed"": 0.09, ""files_copied_external"": 0.03, ""lstm_temporal"": 0.0, ""nlp_lexical"": 0.0}"
2026-08-06,USER_020,1,1,0,0,1.0,8,0,0.0,0,0.0014,1.0,0.3076,31.2,Low,"{""total_logons"": 0.13, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.15, ""weekend_logons"": 0.35, ""usb_connects"": 5.37, ""files_accessed"": 0.15, ""files_copied_external"": 0.06, ""lstm_temporal"": 25.0, ""nlp_lexical"": 0.0}"
2026-08-07,USER_020,1,1,0,0,0.0,20,0,0.0,0,0.0009,0.1188,0.0886,4.77,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 2.97, ""nlp_lexical"": 0.0}"
2026-08-10,USER_020,1,1,0,0,0.0,9,0,0.0,0,0.0007,0.0402,0.0431,1.89,Low,"{""total_logons"": 0.07, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.18, ""usb_connects"": 0.4, ""files_accessed"": 0.12, ""files_copied_external"": 0.03, ""lstm_temporal"": 1.01, ""nlp_lexical"": 0.0}"
2026-08-11,USER_020,1,1,0,0,0.0,18,0,0.0,0,0.0004,0.0655,0.0472,2.6,Low,"{""total_logons"": 0.08, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.08, ""weekend_logons"": 0.22, ""usb_connects"": 0.54, ""files_accessed"": 0.0, ""files_copied_external"": 0.03, ""lstm_temporal"": 1.64, ""nlp_lexical"": 0.0}"
2026-08-12,USER_020,1,1,0,0,0.0,17,0,0.0,0,0.0003,0.0297,0.0264,1.28,Low,"{""total_logons"": 0.03, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.04, ""weekend_logons"": 0.09, ""usb_connects"": 0.22, ""files_accessed"": 0.14, ""files_copied_external"": 0.01, ""lstm_temporal"": 0.74, ""nlp_lexical"": 0.0}"
2026-08-13,USER_020,1,1,0,0,0.0,11,0,0.0,0,0.0003,0.0069,0.0302,0.79,Low,"{""total_logons"": 0.04, ""total_logoffs"": 0.0, ""after_hours_logons"": 0.05, ""weekend_logons"": 0.1, ""usb_connects"": 0.24, ""files_accessed"": 0.17, ""files_copied_external"": 0.02, ""lstm_temporal"": 0.17, ""nlp_lexical"": 0.0}"
2026-08-14,USER_020,1,1,0,0,0.0,20,0,0.0,0,0.0009,0.1276,0.0886,4.99,Low,"{""total_logons"": 0.1, ""total_logoffs"": 0.01, ""after_hours_logons"": 0.1, ""weekend_logons"": 0.25, ""usb_connects"": 0.6, ""files_accessed"": 0.71, ""files_copied_external"": 0.04, ""lstm_temporal"": 3.19, ""nlp_lexical"": 0.0}"
